OID,FID_,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,0,2483,0.04310764,0.01,117.4800034,117.4700034,4.277740641,8.891131152,10621.63001
1,1,8735,0.151649308,0,55.11999893,55.11999893,0.629023469,2.36290212,5494.520005
2,2,9281,0.161128475,0,29,29,0.303230255,1.386670942,2814.279993
3,3,12694,0.220381948,0,16.67000008,16.67000008,0.201519616,0.682970787,2558.090002
4,4,10958,0.190243059,0,19.18000031,19.18000031,0.190661617,0.825883794,2089.269999
5,5,8965,0.155642364,0,35.70999908,35.70999908,0.569742331,2.409712735,5107.739995
6,6,7191,0.124843752,0,13.10000038,13.10000038,0.255116117,0.837132225,1834.54
7,7,12974,0.225243059,0,17.87000084,17.87000084,0.170793125,0.604849764,2215.87
8,8,10220,0.177430558,0,40.33000183,40.33000183,0.18451957,0.61226489,1885.790003
9,9,2209,0.038350695,0.430000007,79.62999725,79.19999725,11.23224535,11.55142223,24812.02999
10,10,8280,0.143750002,0,53.68999863,53.68999863,0.520671497,2.09418977,4311.159992
11,11,13513,0.234600698,0,34.70000076,34.70000076,0.703262784,2.082357971,9503.190001
12,12,8847,0.153593752,0.01,23.31999969,23.3099997,0.424488527,1.153156142,3755.450002
13,13,12611,0.218940976,0.07,355.7099915,355.6399915,1.411540716,7.304021977,17800.93996
14,14,11808,0.205000003,0.01,18.76000023,18.75000023,0.424211551,0.999412981,5009.089999
15,15,11529,0.200156253,0,28.95000076,28.95000076,0.440176077,1.175473439,5074.789996
16,16,12017,0.208628476,0,59.79000092,59.79000092,0.724229009,2.785150604,8703.060006
17,17,11245,0.195225698,0,44.56999969,44.56999969,0.704294353,2.660285899,7919.79
18,18,5771,0.100190974,0,24.36000061,24.36000061,0.615721713,1.718904027,3553.330004
19,19,8491,0.147413197,0,91.98999786,91.98999786,0.999571311,2.649769761,8487.360005
20,20,12885,0.22369792,0,49.04999924,49.04999924,0.651581685,2.750654584,8395.630005
21,21,13189,0.228975698,0,37.18000031,37.18000031,0.569252407,1.850826824,7507.869994
22,22,17421,0.302447922,0,54.97000122,54.97000122,0.205248838,1.051027322,3575.640002
23,23,13872,0.240833337,0,92.11000061,92.11000061,0.492611736,2.049997467,6833.509998
24,24,6464,0.112222224,0,33.04999924,33.04999924,0.411205136,1.669617719,2658.03
25,25,7948,0.137986113,0,27.06999969,27.06999969,0.116399094,0.734098903,925.1399994
26,26,7635,0.132552085,0,69.19000244,69.19000244,2.402095617,6.21901277,18340.00003
27,27,16701,0.289947921,0,19.64999962,19.64999962,0.306040956,0.925516721,5111.19
28,28,10872,0.188750003,0,94.51000214,94.51000214,0.975214311,4.175495874,10602.52999
29,29,13121,0.227795143,0,90.54000092,90.54000092,0.694510327,4.254514001,9112.669995
30,30,8266,0.143506947,0,29.23999977,29.23999977,0.719863295,2.044703555,5950.389998
31,31,8708,0.151180558,0,43.90000153,43.90000153,0.72912035,2.671499314,6349.180009
32,32,9719,0.168732642,0.01,60.66999817,60.65999817,0.722820248,3.169602599,7025.089988
33,33,10780,0.187152781,0,25.38999939,25.38999939,0.601213358,1.706014756,6481.079998
34,34,10006,0.173715281,0.059999999,50.95000076,50.89000076,2.161105337,5.090603055,21624.02
35,35,3581,0.06217014,0.029999999,39.29999924,39.26999924,1.288626079,3.456824317,4614.569988
36,36,10270,0.178298614,0.029999999,69.23999786,69.20999786,0.72729406,2.155804817,7469.309997
37,37,10358,0.179826392,0.02,28.67000008,28.65000008,0.687891485,1.801948119,7125.18
38,38,11041,0.191684031,0.01,34.75999832,34.74999832,0.690902998,2.029670314,7628.26
39,39,13087,0.227204865,0,140.1600037,140.1600037,1.699287844,5.757310386,22238.58002
40,40,12497,0.216961809,0,57.95000076,57.95000076,1.72146515,5.417209623,21513.14998
41,41,12726,0.220937504,0,145.7700043,145.7700043,2.921434859,8.068921086,37178.18002
42,42,2847,0.049427084,0.100000001,250.3000031,250.2000031,16.88329471,16.66238366,48066.74003
43,43,1586,0.027534723,0.25999999,56.70000076,56.44000077,4.93632409,6.851265194,7829.010007
44,44,13504,0.234444448,0.01,241.6600037,241.6500037,1.05359375,4.375670048,14227.73
45,45,5985,0.103906252,0.039999999,53.29000092,53.25000092,0.822892231,1.916723513,4925.010001
46,46,5789,0.100503474,0.090000004,54.99000168,54.90000167,2.585964761,4.784839829,14970.15
47,47,11844,0.205625003,0,5.53000021,5.53000021,0.105643364,0.229490391,1251.24
48,48,13380,0.23229167,0,12.30000019,12.30000019,0.193441704,0.365466573,2588.25
49,49,8519,0.147899308,0,3.25999999,3.25999999,0.132454513,0.183249604,1128.38
50,50,2900,0.050347223,0,17.84000015,17.84000015,0.917710345,1.770284664,2661.36
51,51,11224,0.194861114,0,7.820000172,7.820000172,0.170505168,0.264162707,1913.750002
52,52,4513,0.078350696,0,6.889999866,6.889999866,0.131774872,0.247111869,594.6999991
53,53,20959,0.363871534,0,53.50999832,53.50999832,0.400532946,1.638524293,8394.770006
54,54,11123,0.193107642,0,33.31000137,33.31000137,0.315332194,1.436062815,3507.439999
55,55,21448,0.372361117,0,25.18000031,25.18000031,0.232774151,1.070631429,4992.539993
56,56,19506,0.338645839,0,103.5199966,103.5199966,0.895805905,3.286583444,17473.58998
57,57,16313,0.28321181,0,21.73999977,21.73999977,0.331297738,1.010133484,5404.460006
58,58,11501,0.199670142,0,46.13000107,46.13000107,0.406492479,1.530601344,4675.070004
59,59,8126,0.141076391,0,141.8200073,141.8200073,2.167730745,5.516517549,17614.98003
60,60,1653,0.028697917,0,82.88999939,82.88999939,9.406315788,10.51982441,15548.64
61,61,6753,0.117239585,0.079999998,18.17000008,18.09000008,0.625046646,1.577527865,4220.939997
62,62,11793,0.204739587,0,16.12999916,16.12999916,0.347828373,0.871345354,4101.940002
63,63,10426,0.181006947,0,21.79999924,21.79999924,0.34730961,0.939431149,3621.049998
64,64,10641,0.184739586,0.050000001,23.79000092,23.74000091,0.560780942,1.194680587,5967.269999
65,65,16492,0.286319449,0.039999999,53.58000183,53.54000183,1.310653043,4.018927635,21615.28999
66,66,5627,0.097690974,0.050000001,62.38999939,62.33999939,2.080956106,4.303499203,11709.54001
67,67,4971,0.086302085,0.079999998,57.36000061,57.28000061,2.271744116,4.407046688,11292.84
68,68,6864,0.119166669,0,22.12000084,22.12000084,0.769087995,1.946162648,5279.019999
69,69,6101,0.105920141,0.090000004,236.7799988,236.6899988,4.137861002,8.433429619,25245.08997
70,70,11616,0.20166667,0,48.38999939,48.38999939,0.466125172,1.727110743,5414.509999
71,71,4746,0.082395835,0,17.32999992,17.32999992,0.151091445,0.501441189,717.0799995
72,72,10964,0.190347225,0,45.79000092,45.79000092,0.283134805,1.621365243,3104.289998
73,73,5750,0.09982639,0,10.84000015,10.84000015,0.239676522,0.676813712,1378.139999
74,74,6127,0.106371529,0,38.75999832,38.75999832,0.52670638,1.830105751,3227.129991
75,75,13113,0.227656254,0,28.42000008,28.42000008,0.402339663,1.753774662,5275.879996
76,76,14321,0.248628476,0,35,35,0.591242929,1.931840031,8467.189988
77,77,8260,0.14340278,0.379999995,167.6000061,167.2200061,22.47711502,15.71930463,185660.9701
78,78,8204,0.142430558,0.150000006,79.77999878,79.62999877,4.216016579,7.012125772,34588.20001
79,79,6130,0.106423613,0.5,77.52999878,77.02999878,6.283420882,8.146681969,38517.37001
80,80,12372,0.21479167,0.090000004,174.8300018,174.7400018,2.162145974,5.440166938,26750.06999
81,81,13019,0.226024309,0.059999999,51.22999954,51.16999954,1.048586682,3.569035915,13651.55001
82,82,8608,0.149444447,0.079999998,46.63999939,46.55999939,1.059832713,3.94218541,9123.039989
83,83,13490,0.234201393,0.079999998,77.83000183,77.75000183,1.011670126,3.591464267,13647.43
84,84,5787,0.100468752,0.129999995,31.73999977,31.60999978,1.436410921,2.931387286,8312.51
85,85,6018,0.104479168,0.379999995,281.8699951,281.4899951,8.960654707,18.37827832,53925.22003
86,86,5770,0.100173613,0.769999981,100.5100021,99.74000216,7.559946272,9.242934778,43620.88999
87,87,12276,0.213125003,0.059999999,44.63000107,44.57000107,0.609599218,1.853655693,7483.440001
88,88,13758,0.23885417,0,69.59999847,69.59999847,2.976159324,6.565851133,40945.99997
89,89,5074,0.088090279,0.079999998,65.37999725,65.29999726,1.965888846,5.361982147,9974.920003
90,90,7616,0.132222224,0,59.18999863,59.18999863,1.467410715,4.432647597,11175.80001
91,91,18066,0.313645838,0,12.47999954,12.47999954,0.125772169,0.262203537,2272.199999
92,92,4986,0.086562501,0.109999999,87.08999634,86.97999634,10.63857199,11.80563866,53043.91996
93,93,7629,0.132447919,0,67.27999878,67.27999878,1.200275265,3.919263671,9156.899997
94,94,8160,0.141666669,0,65.19000244,65.19000244,0.464745098,1.869696686,3792.320004
95,95,15536,0.269722227,0,51.77000046,51.77000046,0.270565139,1.119725828,4203.5
96,96,22353,0.388072923,0,33.41999817,33.41999817,0.215140697,0.893433054,4809.040002
97,97,15769,0.273767365,0,584.789978,584.789978,1.066666241,9.406723925,16820.25996
98,98,12532,0.217569448,0,69.25,69.25,0.859154963,3.637374483,10766.93
99,99,10472,0.181805558,0,166.7799988,166.7799988,4.609873947,10.63421682,48274.59997
100,100,17068,0.296319449,0,75.30000305,75.30000305,0.918349543,3.171655356,15674.39
101,101,21808,0.378611117,0,58.84999847,58.84999847,0.327347762,2.036138941,7138.799999
102,102,10170,0.176562503,0,52.15999985,52.15999985,0.427145526,2.031614083,4344.069995
103,103,13898,0.241284726,0,496.8800049,496.8800049,0.607814075,8.089245573,8447.40001
104,104,21024,0.365000006,0,24.88999939,24.88999939,0.164565259,0.526999055,3459.819997
105,105,12858,0.22322917,0,52.75,52.75,0.498393995,2.363255672,6408.349994
106,106,14626,0.253923615,0,51.06000137,51.06000137,0.635253658,2.121170317,9291.220002
107,107,5830,0.101215279,0,66.37000275,66.37000275,1.131825042,4.594557576,6598.539996
108,108,16243,0.281996532,0,24.27000046,24.27000046,0.285091424,1.158298557,4630.740003
109,109,7225,0.12543403,0.029999999,74.56999969,74.5399997,1.219918336,4.750768946,8813.909978
110,110,8632,0.149861114,0,59.15000153,59.15000153,0.639743975,2.972853713,5522.269996
111,111,18853,0.327309033,0,25.12999916,25.12999916,0.440385615,1.434119866,8302.590008
112,112,15406,0.267465282,0,103.4300003,103.4300003,0.284435934,1.440199195,4382.020003
113,113,16223,0.28164931,0,22.80999947,22.80999947,0.209990754,0.749741511,3406.680002
114,114,21952,0.381111117,0,16.03000069,16.03000069,0.146628553,0.44035199,3218.789998
115,115,12961,0.225017365,0,83.33999634,83.33999634,0.455281228,2.916073334,5900.899999
116,116,8430,0.146354169,0,175.8999939,175.8999939,1.456716485,5.755597199,12280.11997
117,117,27393,0.475572924,0,38.40999985,38.40999985,0.167097799,0.626482288,4577.309996
118,118,19826,0.344201394,0,16.98999977,16.98999977,0.191860688,0.676213209,3803.830001
119,119,11861,0.205920142,0,21.32999992,21.32999992,0.257726161,0.807463431,3056.889997
120,120,3531,0.061302084,0.150000006,88.66000366,88.51000366,4.798119514,7.369939244,16942.16
121,121,9948,0.172708336,0,36.99000168,36.99000168,1.697448734,3.078995992,16886.22001
122,122,5299,0.091996529,0,79.33000183,79.33000183,7.454297032,11.51902667,39500.31997
123,123,5889,0.102239585,0,41.45999908,41.45999908,1.252869757,2.82767955,7378.15
124,124,5486,0.095243057,0,41.61999893,41.61999893,0.860966096,2.503351507,4723.260002
125,125,10914,0.18947917,0,45.34999847,45.34999847,1.37361737,3.394594454,14991.65998
