OID,FID_,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,0,2483,0.04310764,0.239999995,88.44999695,88.20999695,4.969214654,8.352533561,12338.55999
1,1,8735,0.151649308,0.150000006,38.02999878,37.87999877,0.841649684,2.192993421,7351.809992
2,2,9281,0.161128475,0.140000001,23.86000061,23.72000061,0.497660813,1.378627845,4618.790001
3,3,12694,0.220381948,0.140000001,24.38999939,24.24999939,0.376583425,0.793015648,4780.349998
4,4,10958,0.190243059,0.109999999,27.17000008,27.06000008,0.375461763,1.001863698,4114.31
5,5,8965,0.155642364,0.159999996,41.61999893,41.45999894,0.821736754,2.749610113,7366.869997
6,6,7191,0.124843752,0.140000001,18.42000008,18.28000008,0.489580031,1.031965732,3520.570005
7,7,12974,0.225243059,0.119999997,19.65999985,19.53999985,0.313765222,0.649683634,4070.789996
8,8,10220,0.177430558,0,11.14999962,11.14999962,0.40903229,0.337594824,4180.31
9,9,2209,0.038350695,0.769999981,95.83999634,95.06999636,12.9343368,13.00601103,28571.94998
10,10,8280,0.143750002,0.189999998,42.41999817,42.22999817,0.739797101,2.035067652,6125.519997
11,11,13513,0.234600698,0.180000007,40.40000153,40.22000152,0.875223118,2.248173347,11826.88999
12,12,8847,0.153593752,0.189999998,36.95000076,36.76000077,0.727021589,1.528012009,6431.959994
13,13,12611,0.218940976,0.25999999,61.38000107,61.12000108,2.004076598,5.56072455,25273.40997
14,14,11808,0.205000003,0.209999993,47.45000076,47.24000077,0.948174118,2.521394896,11196.03999
15,15,11529,0.200156253,0.219999999,42.66999817,42.44999817,0.703071384,1.602787782,8105.709988
16,16,12017,0.208628476,0.200000003,59.36000061,59.16000061,1.092417407,3.58990403,13127.57997
17,17,11245,0.195225698,0,47.5,47.5,1.2396016,3.617768283,13939.31999
18,18,5771,0.100190974,0.189999998,33.81999969,33.6299997,1.114858775,2.49791983,6433.849988
19,19,8491,0.147413197,0.239999995,31.92000008,31.68000008,1.5758403,2.828585899,13380.45999
20,20,12885,0.22369792,0.170000002,54.72000122,54.55000122,1.249444316,4.167585654,16099.09001
21,21,13189,0.228975698,0.159999996,48.34000015,48.18000016,0.950317689,2.242877176,12533.74
22,22,17421,0.302447922,0.129999995,25,24.87,0.401551576,0.887257192,6995.430003
23,23,13872,0.240833337,0,47.79999924,47.79999924,0.789337514,2.365788624,10949.69
24,24,6464,0.112222224,0.150000006,28.63999939,28.48999938,0.661064357,1.621504023,4273.120001
25,25,7948,0.137986113,0.090000004,26.01000023,25.92000023,0.287372923,0.672072015,2284.039996
26,26,7635,0.132552085,0.150000006,89.94000244,89.79000244,3.532867061,8.324187767,26973.44001
27,27,16701,0.289947921,0.150000006,22.04000092,21.89000091,0.585111071,1.284857257,9771.940004
28,28,10872,0.188750003,0.180000007,37.38000107,37.20000106,1.006773363,2.127832329,10945.64
29,29,13121,0.227795143,0.159999996,74.44000244,74.28000245,0.970041917,4.275206438,12727.91999
30,30,8266,0.143506947,0.180000007,48.09000015,47.91000015,1.323792643,2.734865248,10942.46999
31,31,8708,0.151180558,0.189999998,54.09999847,53.90999848,1.31127354,3.834512574,11418.56999
32,32,9719,0.168732642,0.180000007,61.38999939,61.20999938,1.06428439,2.928924759,10343.77999
33,33,10780,0.187152781,0.170000002,37.20000076,37.03000076,1.00900742,2.615870191,10877.09999
34,34,10006,0.173715281,0.289999992,72.75,72.46000001,3.089866079,7.396459562,30917.19998
35,35,3581,0.06217014,0.280000001,86.98000336,86.70000336,2.378008935,6.791119138,8515.649998
36,36,10270,0.178298614,0.230000004,73.72000122,73.49000122,1.150506328,3.331287944,11815.69999
37,37,10358,0.179826392,0.239999995,49.43999863,49.19999863,1.106475186,3.173099865,11460.86998
38,38,11041,0.191684031,0.189999998,56.33000183,56.14000183,1.12349153,2.94769755,12404.46998
39,39,13087,0.227204865,0.200000003,114.25,114.05,2.333616566,6.785001816,30540.04
40,40,12497,0.216961809,0.189999998,61.08000183,60.89000183,2.664230613,6.933518606,33294.88998
41,41,12726,0.220937504,0.219999999,220.6900024,220.4700024,4.426826966,10.47034262,56335.79997
42,42,2847,0.049427084,0.419999987,94.40000153,93.98000154,21.86521951,18.16133839,62250.27996
43,43,1586,0.027534723,0.469999999,66.44999695,65.97999695,6.243707439,8.831338865,9902.519999
44,44,13504,0.234444448,0.230000004,713.2000122,712.9700122,1.572253406,8.918508262,21231.71
45,45,5985,0.103906252,0.209999993,76.09999847,75.88999848,1.2128137,2.679652621,7258.689997
46,46,5789,0.100503474,0.330000013,50.75,50.41999999,3.141290379,5.30108192,18184.93001
47,47,11844,0.205625003,0.109999999,38.25,38.14,0.283708207,0.532849781,3360.24
48,48,13380,0.23229167,0.109999999,23.87999916,23.76999916,0.43023991,0.829958256,5756.609996
49,49,8519,0.147899308,0.109999999,8.850000381,8.740000382,0.325494777,0.365304773,2772.890002
50,50,2900,0.050347223,0.140000001,28.04999924,27.90999924,1.574341381,3.042538325,4565.590004
51,51,11224,0.194861114,0.100000001,9.909999847,9.809999846,0.348121882,0.393583197,3907.32
52,52,4513,0.078350696,0.119999997,5.670000076,5.550000079,0.302991358,0.274726791,1367.4
53,53,20959,0.363871534,0.150000006,56.43000031,56.2800003,0.60177728,1.977267449,12612.65001
54,54,11123,0.193107642,0.119999997,35.81999969,35.6999997,0.451917647,1.52330362,5026.679988
55,55,21448,0.372361117,0.109999999,35,34.89,0.419661506,1.370306453,9000.89999
56,56,19506,0.338645839,0.140000001,120.6900024,120.5500024,1.293282067,3.826887457,25226.76
57,57,16313,0.28321181,0.159999996,24.15999985,23.99999985,0.572937534,1.201780513,9346.329996
58,58,11501,0.199670142,0.109999999,57.41999817,57.30999817,0.95734371,3.060090354,11010.41
59,59,8126,0.141076391,0.230000004,44.59000015,44.36000015,2.638242677,4.564282877,21438.35999
60,60,1653,0.028697917,0.699999988,166.6000061,165.9000061,13.17445856,15.1726663,21777.38001
61,61,6753,0.117239585,0.209999993,26.62000084,26.41000085,0.903611728,1.97438382,6102.089996
62,62,11793,0.204739587,0.159999996,35.54000092,35.38000092,0.62362588,1.394242486,7354.419999
63,63,10426,0.181006947,0.180000007,29.51000023,29.33000022,0.658868214,1.537248148,6869.360004
64,64,10641,0.184739586,0.189999998,39.52000046,39.33000046,0.852981862,1.654897469,9076.579993
65,65,16492,0.286319449,0.219999999,69.93000031,69.71000031,1.698508972,4.289422421,28011.80997
66,66,5627,0.097690974,0,106.2600021,106.2600021,3.253607609,6.035208691,18308.05001
67,67,4971,0.086302085,0,38.68999863,38.68999863,3.001524846,4.602822282,14920.58001
68,68,6864,0.119166669,0.189999998,44.68999863,44.49999863,1.296746795,2.999578476,8900.870001
69,69,6101,0.105920141,0.360000014,118.6200027,118.2600027,5.487893787,8.598010497,33481.64
70,70,11616,0.20166667,0.180000007,47.20999908,47.02999908,0.980905646,2.662827257,11394.19999
71,71,4746,0.082395835,0.140000001,16.92000008,16.78000008,0.341871049,0.540575961,1622.52
72,72,10964,0.190347225,0.109999999,36,35.89,0.49732397,1.55253452,5452.660006
73,73,5750,0.09982639,0.129999995,28.15999985,28.02999985,0.449457392,1.09300075,2584.380004
74,74,6127,0.106371529,0.200000003,29.37000084,29.17000084,0.823213644,1.778010777,5043.829995
75,75,13113,0.227656254,0.109999999,32.24000168,32.13000168,0.73687562,2.19359999,9662.650003
76,76,14321,0.248628476,0.159999996,33.63999939,33.47999939,1.009222819,2.313219527,14453.07999
77,77,8260,0.14340278,0.579999983,177.7700043,177.1900043,26.94461018,18.18625467,222562.4801
78,78,8204,0.142430558,0.25,67.87999725,67.62999725,5.04921502,7.871034107,41423.76002
79,79,6130,0.106423613,0.810000002,81.98000336,81.17000335,7.965590538,10.05775021,48829.06999
80,80,12372,0.21479167,0.180000007,69.41999817,69.23999816,2.75791222,5.808979254,34120.88999
81,81,13019,0.226024309,0.129999995,124.5999985,124.4699985,1.64097089,5.757231121,21363.80002
82,82,8608,0.149444447,0.150000006,57.72000122,57.57000121,1.356340613,4.62803376,11675.38
83,83,13490,0.234201393,0.140000001,70.97000122,70.83000122,1.301803558,3.777242833,17561.33
84,84,5787,0.100468752,0.239999995,36.45999908,36.21999909,1.931944012,3.58647838,11180.16
85,85,6018,0.104479168,0.550000012,275.8800049,275.3300049,10.27789465,18.83769778,61852.36999
86,86,5770,0.100173613,0.959999979,128.1999969,127.239997,9.892556328,12.43204573,57080.05001
87,87,12276,0.213125003,0.129999995,46.50999832,46.37999833,0.752292277,1.94940757,9235.139996
88,88,13758,0.23885417,0,21.95999908,21.95999908,0.295423026,1.22447022,4064.429993
89,89,5074,0.088090279,0,15.14999962,15.14999962,0.152491132,0.727281365,773.7400029
90,90,7616,0.132222224,0,53.25999832,53.25999832,1.343272059,3.196413145,10230.36
91,91,18066,0.313645838,0.039999999,26.62999916,26.58999916,0.204812355,0.574410044,3700.140011
92,92,4986,0.086562501,0,23.47999954,23.47999954,0.261211391,1.220683643,1302.399995
93,93,7629,0.132447919,0,38.49000168,38.49000168,0.673969066,2.512652751,5141.710002
94,94,8160,0.141666669,0,31.11000061,31.11000061,0.579528186,1.693235992,4728.949997
95,95,15536,0.269722227,0,44.68999863,44.68999863,0.399644052,1.009634147,6208.869999
96,96,22353,0.388072923,0.01,47.31000137,47.30000137,0.336379904,1.560176518,7519.100001
97,97,15769,0.273767365,0,36.52000046,36.52000046,0.871882807,2.481357205,13748.71998
98,98,12532,0.217569448,0,31.38999939,31.38999939,0.406390839,1.303587709,5092.88999
99,99,10472,0.181805558,0,74.29000092,74.29000092,0.598454928,3.847132752,6267.020002
100,100,17068,0.296319449,0,21.29000092,21.29000092,0.177327748,0.883948299,3026.630004
101,101,21808,0.378611117,0.01,82.97000122,82.96000122,0.454255319,2.371266588,9906.400004
102,102,10170,0.176562503,0,63.75,63.75,0.561510324,2.338148101,5710.559998
103,103,13898,0.241284726,0,7.269999981,7.269999981,0.095913801,0.28534224,1333.010001
104,104,21024,0.365000006,0,25.79000092,25.79000092,0.275501808,0.63164505,5792.150006
105,105,12858,0.22322917,0,60.18999863,60.18999863,0.585457303,2.354413357,7527.809996
106,106,14626,0.253923615,0,8.819999695,8.819999695,0.019046219,0.166722079,278.5699984
107,107,5830,0.101215279,0,1.610000014,1.610000014,0.019173242,0.106028747,111.7800004
108,108,16243,0.281996532,0,45,45,0.389018654,1.238192967,6318.830003
109,109,7225,0.12543403,0,64.20999908,64.20999908,0.937773013,3.949984404,6775.410021
110,110,8632,0.149861114,0,2.269999981,2.269999981,0.057243976,0.167383553,494.1299993
111,111,18853,0.327309033,0,32.99000168,32.99000168,0.570322495,1.959347294,10752.28999
112,112,15406,0.267465282,0,26.25,26.25,0.369761132,0.782280083,5696.540002
113,113,16223,0.28164931,0,66.80000305,66.80000305,0.307602786,1.236509911,4990.240002
114,114,21952,0.381111117,0.029999999,22.90999985,22.87999985,0.236931487,0.63866161,5201.120009
115,115,12961,0.225017365,0,94.69000244,94.69000244,0.601475965,3.26512886,7795.729987
116,116,8430,0.146354169,0,34.13000107,34.13000107,0.142228945,0.932080175,1198.990003
117,117,27393,0.475572924,0,26.06999969,26.06999969,0.279735699,0.764502443,7662.799994
118,118,19826,0.344201394,0,24.04000092,24.04000092,0.286746696,0.92917751,5685.039996
119,119,11861,0.205920142,0,25.5,25.5,0.396163055,0.953976841,4698.890001
120,120,3531,0.061302084,0.589999974,184.6999969,184.109997,7.753930888,11.97002098,27379.12996
121,121,9948,0.172708336,0.200000003,77.93000031,77.7300003,3.132041615,5.775011905,31157.54999
122,122,5299,0.091996529,0.140000001,219.1999969,219.0599969,11.2073995,18.39251013,59388.00995
123,123,5889,0.102239585,0.170000002,66.45999908,66.28999908,2.405179147,5.490250786,14164.1
