OID,FID_,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,0,2483,0.04310764,0.119999997,51.91999817,51.79999817,4.30544099,6.524966683,10690.40998
1,1,8735,0.151649308,0.059999999,27.95999908,27.89999909,0.832841442,1.973441193,7274.869996
2,2,9281,0.161128475,0,22.70000076,22.70000076,0.44449736,1.310086521,4125.38
3,3,12694,0.220381948,0,28.43000031,28.43000031,0.336347093,1.030342897,4269.59
4,4,10958,0.190243059,0,22.96999931,22.96999931,0.345365943,0.988105905,3784.520001
5,5,8965,0.155642364,0,47.97000122,47.97000122,0.754632459,2.481533237,6765.279991
6,6,7191,0.124843752,0.02,13.31000042,13.29000042,0.500898345,1.003586962,3601.96
7,7,12974,0.225243059,0,21.84000015,21.84000015,0.293546323,0.858401298,3808.47
8,8,10220,0.177430558,0.02,9.279999733,9.259999733,0.352909002,0.394672128,3606.730001
9,9,2209,0.038350695,0.649999976,72.44999695,71.79999697,10.17116795,10.11538384,22468.11
10,10,8280,0.143750002,0.109999999,41.65000153,41.54000153,0.646235508,1.985452043,5350.830008
11,11,13513,0.234600698,0.109999999,37.66999817,37.55999817,0.82499963,2.090829436,11148.22
12,12,8847,0.153593752,0.129999995,44.08000183,43.95000184,0.664768848,1.973371789,5881.210002
13,13,12611,0.218940976,0.180000007,40.45999908,40.27999908,1.539972245,3.902909959,19420.58998
14,14,11808,0.205000003,0.180000007,30.42000008,30.24000007,0.770580115,1.859034065,9099.010001
15,15,11529,0.200156253,0.180000007,39.24000168,39.06000167,0.692019255,1.50043871,7978.289992
16,16,12017,0.208628476,0.159999996,59.95000076,59.79000077,1.042485644,3.561664578,12527.54998
17,17,11245,0.195225698,0.029999999,37.06000137,37.03000137,1.036365496,2.752322373,11653.93
18,18,5771,0.100190974,0.129999995,42.95000076,42.82000077,1.130913187,2.567893676,6526.5
19,19,8491,0.147413197,0,37.04999924,37.04999924,1.593219879,2.968400809,13528.02999
20,20,12885,0.22369792,0,66.25,66.25,1.041421032,3.361179146,13418.70999
21,21,13189,0.228975698,0.059999999,37.29999924,37.23999924,0.950836302,2.077411344,12540.57999
22,22,17421,0.302447922,0,50.04000092,50.04000092,0.327160898,1.059277706,5699.47
23,23,13872,0.240833337,0,33.65999985,33.65999985,0.673489763,2.154588953,9342.649999
24,24,6464,0.112222224,0,26.48999977,26.48999977,0.513350866,1.496409243,3318.299999
25,25,7948,0.137986113,0,22.80999947,22.80999947,0.189852793,0.609671351,1508.949999
26,26,7635,0.132552085,0.100000001,90.13999939,90.03999939,3.096935165,7.775182315,23645.09998
27,27,16701,0.289947921,0.090000004,39.79999924,39.70999923,0.488756362,1.282664142,8162.720002
28,28,10872,0.188750003,0.140000001,42.81999969,42.67999969,0.875683406,2.184659375,9520.429993
29,29,13121,0.227795143,0.090000004,82.58000183,82.49000183,0.85249219,4.336221677,11185.55002
30,30,8266,0.143506947,0.100000001,40.43999863,40.33999863,1.15844181,2.813291396,9575.679999
31,31,8708,0.151180558,0.090000004,52.29000092,52.20000091,1.132086587,3.462738272,9858.21
32,32,9719,0.168732642,0.170000002,62.72000122,62.55000122,0.987273382,3.390705817,9595.310002
33,33,10780,0.187152781,0.140000001,31.26000023,31.12000023,0.881485158,2.226573221,9502.409998
34,34,10006,0.173715281,0.200000003,63.18000031,62.9800003,2.734609238,6.273485472,27362.50003
35,35,3581,0.06217014,0,60.27000046,60.27000046,1.949296285,5.162835749,6980.429995
36,36,10270,0.178298614,0.159999996,95.01000214,94.85000214,1.104167478,2.918349736,11339.8
37,37,10358,0.179826392,0.170000002,47.29000092,47.12000091,1.054764431,3.197441385,10925.24998
38,38,11041,0.191684031,0.159999996,64.05999756,63.89999756,1.092301421,3.180113757,12060.09999
39,39,13087,0.227204865,0.050000001,111.3099976,111.2599976,2.092095208,5.979179612,27379.24999
40,40,12497,0.216961809,0.07,58.04999924,57.97999924,2.207020085,5.422973706,27581.13
41,41,12726,0.220937504,0.039999999,71.06999969,71.0299997,3.478501492,7.744449141,44267.40999
42,42,2847,0.049427084,0.419999987,72.29000092,71.87000093,14.22812084,10.8753399,40507.46004
43,43,1586,0.027534723,0.49000001,55.43000031,54.9400003,5.280485503,7.209246751,8374.850008
44,44,13504,0.234444448,0.159999996,266.519989,266.359989,1.243975118,4.650748796,16798.63999
45,45,5985,0.103906252,0.180000007,55.83000183,55.65000182,1.162878863,2.419593123,6959.829995
46,46,5789,0.100503474,0.159999996,49.79999924,49.63999924,2.978673343,5.15819423,17243.53998
47,47,11844,0.205625003,0,12.27000046,12.27000046,0.182868963,0.364392613,2165.900001
48,48,13380,0.23229167,0,41.74000168,41.74000168,0.331997758,0.956098835,4442.130003
49,49,8519,0.147899308,0,19.65999985,19.65999985,0.277653481,0.850543037,2365.330003
50,50,2900,0.050347223,0,31.23999977,31.23999977,1.740655173,3.807072528,5047.900001
51,51,11224,0.194861114,0,10.22000027,10.22000027,0.259640948,0.551301033,2914.210002
52,52,4513,0.078350696,0,6.949999809,6.949999809,0.193447817,0.338795834,873.0299999
53,53,20959,0.363871534,0.059999999,51.63000107,51.57000107,0.581816404,1.599709888,12194.29001
54,54,11123,0.193107642,0.029999999,40.72999954,40.69999954,0.453285085,1.801771709,5041.889998
55,55,21448,0.372361117,0,40.54999924,40.54999924,0.372069191,1.212238491,7980.140003
56,56,19506,0.338645839,0.050000001,112.9899979,112.9399979,1.147956013,3.045976355,22392.03
57,57,16313,0.28321181,0.059999999,24.67000008,24.61000008,0.569260713,1.263587365,9286.350014
58,58,11501,0.199670142,0,47.27999878,47.27999878,0.899157464,2.732928488,10341.21
59,59,8126,0.141076391,0.140000001,38.81000137,38.67000137,2.579912625,4.564542958,20964.36999
60,60,1653,0.028697917,0.550000012,116.2900009,115.7400009,9.816460986,10.52007826,16226.61001
61,61,6753,0.117239585,0.180000007,18.87999916,18.69999915,0.836016583,1.654589195,5645.619987
62,62,11793,0.204739587,0.159999996,23.22999954,23.06999955,0.527241584,1.042106718,6217.760003
63,63,10426,0.181006947,0.090000004,28.04999924,27.95999923,0.518000192,1.310267102,5400.670005
64,64,10641,0.184739586,0.200000003,44.31999969,44.11999969,0.808440935,1.509150046,8602.619994
65,65,16492,0.286319449,0.140000001,70.15000153,70.01000153,1.573262794,4.515118721,25946.25001
66,66,5627,0.097690974,0.119999997,40.34000015,40.22000016,2.643428112,4.283753636,14874.56999
67,67,4971,0.086302085,0.310000002,44.56000137,44.25000137,2.8801207,4.65830261,14317.08
68,68,6864,0.119166669,0.050000001,43.97000122,43.92000122,1.247132867,3.06969973,8560.319998
69,69,6101,0.105920141,0.209999993,125.3399963,125.1299963,4.881848877,7.631198809,29784.16
70,70,11616,0.20166667,0.079999998,51.63000107,51.55000107,0.810316803,2.550075243,9412.639989
71,71,4746,0.082395835,0,22.87999916,22.87999916,0.297587442,1.040548904,1412.349999
72,72,10964,0.190347225,0,42.65999985,42.65999985,0.39452572,1.697022317,4325.579998
73,73,5750,0.09982639,0.02,34.40999985,34.38999985,0.381353044,1.440274701,2192.780003
74,74,6127,0.106371529,0.090000004,26.97999954,26.88999954,0.692423699,1.777927884,4242.480002
75,75,13113,0.227656254,0.02,36.20000076,36.18000076,0.63728895,2.360020974,8356.77
76,76,14321,0.248628476,0.059999999,35.65000153,35.59000153,0.879398785,2.225871647,12593.87
77,77,8260,0.14340278,0.430000007,112.6299973,112.1999972,20.7544552,13.94769997,171431.8
78,78,8204,0.142430558,0.219999999,62.86999893,62.64999893,4.098025356,6.406966663,33620.20002
79,79,6130,0.106423613,0.610000014,188.4100037,187.8000036,6.409655793,9.345172379,39291.19001
80,80,12372,0.21479167,0.140000001,56.08000183,55.94000183,2.123077918,4.540786292,26266.72
81,81,13019,0.226024309,0.140000001,45.75999832,45.61999832,1.201727476,3.587982968,15645.29001
82,82,8608,0.149444447,0.150000006,43.50999832,43.35999832,0.980722584,3.165607924,8442.060001
83,83,13490,0.234201393,0.150000006,81.48999786,81.33999786,1.318997035,4.192254107,17793.27
84,84,5787,0.100468752,0.209999993,62.72999954,62.51999955,1.835014689,3.742351605,10619.23
85,85,6018,0.104479168,0.439999998,243.7200012,243.2800012,8.802472592,16.38232027,52973.28006
86,86,5770,0.100173613,0.819999993,76.05999756,75.23999757,7.560393417,8.895400648,43623.47002
87,87,12276,0.213125003,0.140000001,44.93999863,44.79999863,0.673778103,1.736370869,8271.299989
88,88,13758,0.23885417,0,46.02999878,46.02999878,2.633839219,4.759268211,36236.35998
89,89,5074,0.088090279,0.039999999,48.56000137,48.52000137,2.051765864,4.697014013,10410.65999
90,90,7616,0.132222224,0,101.7699966,101.7699966,1.67475315,4.542281749,12754.91999
91,91,18066,0.313645838,0,10.10000038,10.10000038,0.156568693,0.258066502,2828.570003
92,92,4986,0.086562501,0.25,49.24000168,48.99000168,7.42220618,6.396892284,37007.12001
93,93,7629,0.132447919,0,50.54000092,50.54000092,1.469314459,3.600364813,11209.40001
94,94,8160,0.141666669,0,25.17000008,25.17000008,0.624359069,1.70285601,5094.770001
95,95,15536,0.269722227,0,41.77999878,41.77999878,0.373022657,1.383456824,5795.279993
96,96,22353,0.388072923,0,54.97999954,54.97999954,0.312780387,1.339925895,6991.579998
97,97,15769,0.273767365,0,36.88000107,36.88000107,0.748925741,2.008791376,11809.81001
98,98,12532,0.217569448,0,44.36999893,44.36999893,1.008258857,2.848584798,12635.49999
99,99,10472,0.181805558,0,111.2300034,111.2300034,4.300492748,8.566314258,45034.76006
100,100,17068,0.296319449,0,51.63000107,51.63000107,0.92802496,2.766132409,15839.53002
101,101,21808,0.378611117,0,74.30000305,74.30000305,0.463848129,2.36050389,10115.60001
102,102,10170,0.176562503,0,80.04000092,80.04000092,0.595501475,2.555946384,6056.250004
103,103,13898,0.241284726,0,353.6600037,353.6600037,0.530823859,4.977365638,7377.389987
104,104,21024,0.365000006,0,22.46999931,22.46999931,0.236598649,0.672408253,4974.250001
105,105,12858,0.22322917,0,43.61000061,43.61000061,0.475797169,1.896069714,6117.799997
106,106,14626,0.253923615,0,40.83000183,40.83000183,0.677469575,1.984491319,9908.670011
107,107,5830,0.101215279,0,49.63000107,49.63000107,1.157650086,3.684835067,6749.100001
108,108,16243,0.281996532,0,27.80999947,27.80999947,0.318894293,1.204095776,5179.800005
109,109,7225,0.12543403,0,54.81000137,54.81000137,1.311482354,4.012018199,9475.46001
110,110,8632,0.149861114,0.01,44.54999924,44.53999924,0.771999536,2.489176155,6663.899997
111,111,18853,0.327309033,0,26.14999962,26.14999962,0.549424495,1.784710872,10358.3
112,112,15406,0.267465282,0,34.34000015,34.34000015,0.30733805,0.99413652,4734.850001
113,113,16223,0.28164931,0,19.23999977,19.23999977,0.279257227,0.80851142,4530.390001
114,114,21952,0.381111117,0,26.07999992,26.07999992,0.216894133,0.680661461,4761.259997
115,115,12961,0.225017365,0,97.44999695,97.44999695,0.509073374,2.925693857,6598.099997
116,116,8430,0.146354169,0,65.51000214,65.51000214,1.397244364,3.805012101,11778.76999
117,117,27393,0.475572924,0,25.46999931,25.46999931,0.238536488,0.793550049,6534.230004
118,118,19826,0.344201394,0,391.730011,391.730011,0.541531831,6.533125712,10736.41008
119,119,11861,0.205920142,0,26.39999962,26.39999962,0.37135486,0.946696227,4404.64
120,120,3531,0.061302084,0.280000001,153.4199982,153.1399982,7.907187768,11.70154418,27920.28001
121,121,9948,0.172708336,0,71.65000153,71.65000153,2.905911741,5.8385382,28908.01
122,122,5299,0.091996529,0,95.26000214,95.26000214,11.10078695,17.70450008,58823.07005
123,123,5889,0.102239585,0,60.75999832,60.75999832,2.257719473,5.420317969,13295.70998
124,124,5486,0.095243057,0,51.68999863,51.68999863,1.287320452,3.56084203,7062.240002
125,125,10914,0.18947917,0,56.84000015,56.84000015,1.847448233,4.843789555,20163.05001
126,126,7808,0.135555558,0,56.52999878,56.52999878,0.650448258,2.318607158,5078.700002
127,127,11594,0.201284725,0,36.22999954,36.22999954,0.35389598,1.434640251,4103.069997
128,128,16124,0.27993056,0,32.18000031,32.18000031,0.304258868,1.200212175,4905.869995
129,129,13499,0.234357643,0,28.27000046,28.27000046,0.331800133,1.333989267,4478.97
130,130,13746,0.238645837,0,82.06999969,82.06999969,1.150352828,4.34892073,15812.74997
131,131,14685,0.254947921,0,54.38000107,54.38000107,0.641022813,2.594377368,9413.420005
132,132,13697,0.237795143,0,30.42000008,30.42000008,0.243556983,1.011926914,3335.99999
133,133,11645,0.202170142,0,30.51000023,30.51000023,0.513885788,1.546904547,5984.200002
134,134,15289,0.265434032,0,35.56999969,35.56999969,0.298916868,1.280690212,4570.14
135,135,14819,0.25727431,0,58.84999847,58.84999847,0.549171334,2.561939423,8138.170003
136,136,11972,0.207847226,0,24.84000015,24.84000015,0.248880722,0.976929201,2979.600003
137,137,21872,0.379722228,0,46.20999908,46.20999908,0.289914502,1.426184184,6341.009994
138,138,17949,0.311614588,0,54.86000061,54.86000061,0.430592234,1.868755992,7728.700001
139,139,13842,0.240312504,0,45.79000092,45.79000092,0.507409333,1.992491509,7023.559994
140,140,17941,0.311475699,0,23.87999916,23.87999916,0.243337606,0.746972552,4365.719994
141,141,14816,0.257222226,0,37.59000015,37.59000015,0.342477052,1.579170639,5074.14
142,142,10361,0.179878475,0,22.88999939,22.88999939,0.294086478,1.170158567,3047.030001
143,143,5511,0.095677085,0,25.98999977,25.98999977,0.30249501,1.02566913,1667.050001
144,144,9228,0.160208336,0,18.97999954,18.97999954,0.256407672,0.737398559,2366.129999
145,145,9602,0.166701392,0,37.84000015,37.84000015,0.91191106,2.482104424,8756.169999
