OID,FID_,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,0,2483,0.04310764,0,55.65999985,55.65999985,3.631598872,6.04958715,9017.26
1,1,8735,0.151649308,0,35.45000076,35.45000076,0.56831597,2.068710092,4964.239998
2,2,9281,0.161128475,0,16.94000053,16.94000053,0.245842043,1.039452812,2281.659997
3,3,12694,0.220381948,0,17.44000053,17.44000053,0.177835198,0.615710468,2257.440002
4,4,10958,0.190243059,0,21.81999969,21.81999969,0.178464136,0.884981534,1955.609997
5,5,8965,0.155642364,0,33.04000092,33.04000092,0.533900725,2.228268467,4786.42
6,6,7191,0.124843752,0,18.14999962,18.14999962,0.289652343,0.961384391,2082.889997
7,7,12974,0.225243059,0,13.97000027,13.97000027,0.125436257,0.517829932,1627.409997
8,8,10220,0.177430558,0,11.89000034,11.89000034,0.219506849,0.375503123,2243.360001
9,9,2209,0.038350695,0.5,140.25,139.75,12.66487098,13.40711426,27976.7
10,10,8280,0.143750002,0,25.52000046,25.52000046,0.444449275,1.391104186,3680.039995
11,11,13513,0.234600698,0,36.58000183,36.58000183,0.664202619,2.124498912,8975.369992
12,12,8847,0.153593752,0.01,25.95000076,25.94000076,0.454436532,1.123550397,4020.400002
13,13,12611,0.218940976,0.029999999,51.58000183,51.55000183,1.345621282,4.161697667,16969.62998
14,14,11808,0.205000003,0.029999999,25.87999916,25.84999916,0.505251524,1.391832874,5966.009994
15,15,11529,0.200156253,0.039999999,23.54999924,23.50999924,0.396826264,0.985282041,4575.009998
16,16,12017,0.208628476,0.02,74.51000214,74.49000214,0.802816011,3.393465623,9647.44
17,17,11245,0.195225698,0,58.20000076,58.20000076,1.091056468,3.923446032,12268.92998
18,18,5771,0.100190974,0,33.65000153,33.65000153,0.89727257,2.367469853,5178.160003
19,19,8491,0.147413197,0.02,35.77999878,35.75999878,1.206794253,2.75315975,10246.89
20,20,12885,0.22369792,0,69.43000031,69.43000031,0.82464028,3.581312493,10625.49
21,21,13189,0.228975698,0.01,41.52999878,41.51999878,0.690043218,2.178708472,9100.979996
22,22,17421,0.302447922,0,25.19000053,25.19000053,0.222135354,0.787739719,3869.820001
23,23,13872,0.240833337,0,37.40000153,37.40000153,0.553078864,1.96163381,7672.310005
24,24,6464,0.112222224,0,29.47999954,29.47999954,0.419088799,1.62014141,2708.989999
25,25,7948,0.137986113,0,27.87999916,27.87999916,0.113931807,0.57584462,905.5299985
26,26,7635,0.132552085,0,65.69000244,65.69000244,2.614827768,6.361917388,19964.21001
27,27,16701,0.289947921,0,29.07999992,29.07999992,0.346867853,1.094550855,5793.040006
28,28,10872,0.188750003,0.039999999,30.07999992,30.03999992,0.733173289,1.678298822,7971.059996
29,29,13121,0.227795143,0,92.76000214,92.76000214,0.64730737,3.47027055,8493.320002
30,30,8266,0.143506947,0,32.93000031,32.93000031,0.903878539,2.207795188,7471.460006
31,31,8708,0.151180558,0,42.72999954,42.72999954,0.858314194,2.90601161,7474.200004
32,32,9719,0.168732642,0.02,62.99000168,62.97000168,0.850905443,3.183780686,8269.950003
33,33,10780,0.187152781,0,26.01000023,26.01000023,0.61311781,1.810370782,6609.409997
34,34,10006,0.173715281,0.100000001,65.29000092,65.19000091,2.257811309,5.623563766,22591.65996
35,35,3581,0.06217014,0.039999999,65.04000092,65.00000092,1.506299915,4.92651258,5394.059997
36,36,10270,0.178298614,0.01,70.94000244,70.93000244,0.817437195,2.875441551,8395.079991
37,37,10358,0.179826392,0.02,57.25,57.23,0.835418034,3.135440765,8653.259999
38,38,11041,0.191684031,0.01,42.65000153,42.64000153,0.740739063,2.366382784,8178.499991
39,39,13087,0.227204865,0.01,199.7700043,199.7600043,1.877028346,6.585829338,24564.66997
40,40,12497,0.216961809,0,91.93000031,91.93000031,2.169595104,6.48841419,27113.43001
41,41,12726,0.220937504,0.02,123.5699997,123.5499997,3.228279111,8.338432475,41083.07997
42,42,2847,0.049427084,0.280000001,90.52999878,90.24999878,19.51302423,17.05319682,55553.57997
43,43,1586,0.027534723,0.189999998,55.86999893,55.67999893,5.302395963,8.197227651,8409.599997
44,44,13504,0.234444448,0,726.5,726.5,1.48596564,13.13180711,20066.48001
45,45,5985,0.103906252,0.079999998,47.77999878,47.69999878,0.860389305,1.929301418,5149.429992
46,46,5789,0.100503474,0.140000001,60.43000031,60.2900003,2.832242182,5.316309066,16395.84999
47,47,11844,0.205625003,0,10.14999962,10.14999962,0.119190307,0.246509355,1411.689998
48,48,13380,0.23229167,0,15.22000027,15.22000027,0.193979073,0.405376862,2595.44
49,49,8519,0.147899308,0,8.289999962,8.289999962,0.124480573,0.289646616,1060.450001
50,50,2900,0.050347223,0,22.31999969,22.31999969,0.972506897,2.20192838,2820.27
51,51,11224,0.194861114,0,7.630000114,7.630000114,0.124657876,0.239269626,1399.159998
52,52,4513,0.078350696,0,4.920000076,4.920000076,0.108087746,0.227765179,487.7999988
