OID,FID_,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
0,0,2483,0.04310764,0.02,236.7100067,236.6900067,3.690773258,10.53351772,9164.189999
1,1,8735,0.151649308,0.029999999,36.13999939,36.10999939,0.650511734,1.9474635,5682.219994
2,2,9281,0.161128475,0,15.98999977,15.98999977,0.264482275,0.808656478,2454.659999
3,3,12694,0.220381948,0,15.85999966,15.85999966,0.203032141,0.426965615,2577.29
4,4,10958,0.190243059,0,15.22999954,15.22999954,0.222639168,0.609123242,2439.679999
5,5,8965,0.155642364,0,31.27000046,31.27000046,0.546673731,1.94441708,4900.929994
6,6,7191,0.124843752,0,9.010000229,9.010000229,0.268550966,0.66016973,1931.149999
7,7,12974,0.225243059,0,12.89999962,12.89999962,0.197490365,0.499975154,2562.24
8,8,10220,0.177430558,0,6.380000114,6.380000114,0.249351272,0.312240154,2548.37
9,9,2209,0.038350695,0.540000021,66.33000183,65.79000181,9.718442729,11.26938011,21468.03999
10,10,8280,0.143750002,0.059999999,37.43999863,37.37999863,0.49452657,1.66801828,4094.679998
11,11,13513,0.234600698,0.039999999,27.85000038,27.81000038,0.546177014,1.239918499,7380.489994
12,12,8847,0.153593752,0.039999999,17.79999924,17.75999924,0.48297389,1.092499345,4272.870002
13,13,12611,0.218940976,0.079999998,61.84000015,61.76000015,1.090997542,3.377657158,13758.57
14,14,11808,0.205000003,0.079999998,27.95000076,27.87000076,0.639085365,1.632972825,7546.319989
15,15,11529,0.200156253,0.090000004,25.5,25.41,0.492533611,1.200971652,5678.420002
16,16,12017,0.208628476,0.059999999,72.55999756,72.49999756,0.822417408,3.392711069,9882.989997
17,17,11245,0.195225698,0.02,34.41999817,34.39999817,0.820988884,2.472851857,9232.020002
18,18,5771,0.100190974,0.079999998,36.97999954,36.89999954,0.737865187,1.825690601,4258.219996
19,19,8491,0.147413197,0.119999997,30.11000061,29.99000061,1.003442468,1.793185734,8520.229997
20,20,12885,0.22369792,0.01,40.95000076,40.94000076,0.573015135,2.017682576,7383.300008
21,21,13189,0.228975698,0,32.68000031,32.68000031,0.650410949,1.684392169,8578.270004
22,22,17421,0.302447922,0,15.68000031,15.68000031,0.229084438,0.606883674,3990.88
23,23,13872,0.240833337,0,34.27000046,34.27000046,0.579929354,2.066378033,8044.780005
24,24,6464,0.112222224,0,19.13999939,19.13999939,0.372572711,1.060949709,2408.310002
25,25,7948,0.137986113,0,12.43000031,12.43000031,0.136117262,0.350306968,1081.86
26,26,7635,0.132552085,0.039999999,93.65000153,93.61000153,2.481470857,7.15999597,18946.02999
27,27,16701,0.289947921,0.059999999,36.20000076,36.14000076,0.444851806,1.44127932,7429.470004
28,28,10872,0.188750003,0.039999999,22.17000008,22.13000008,0.65808039,1.125131808,7154.649997
29,29,13121,0.227795143,0.029999999,32.06999969,32.0399997,0.488106852,1.703732625,6404.450004
30,30,8266,0.143506947,0.02,39.88000107,39.86000107,0.815569804,1.973107419,6741.499996
31,31,8708,0.151180558,0.050000001,36.97000122,36.92000122,0.817922601,2.469999109,7122.470011
32,32,9719,0.168732642,0.050000001,81.16999817,81.11999817,0.946714684,3.657843118,9201.120011
33,33,10780,0.187152781,0.039999999,26.29999924,26.25999924,0.517192023,1.593370807,5575.330006
34,34,10006,0.173715281,0.090000004,53.15000153,53.06000152,1.75151409,4.581714487,17525.64999
35,35,3581,0.06217014,0.100000001,53.49000168,53.39000168,1.389692825,4.583646781,4976.490006
36,36,10270,0.178298614,0.029999999,30.69000053,30.66000053,0.530903603,1.743324188,5452.380006
37,37,10358,0.179826392,0.059999999,35.84000015,35.78000015,0.630490442,1.953569891,6530.619994
38,38,11041,0.191684031,0.090000004,46.86000061,46.77000061,0.759572502,2.113491098,8386.439996
39,39,13087,0.227204865,0.090000004,56.70999908,56.61999908,1.476660044,4.042466229,19325.04999
40,40,12497,0.216961809,0.029999999,71.5,71.47,2.115632552,6.410534252,26439.06
41,41,12726,0.220937504,0.039999999,113.1800003,113.1400003,2.962802135,8.103406786,37704.61997
42,42,2847,0.049427084,0.25,107.3000031,107.0500031,20.5742325,18.4919752,58574.83994
43,43,1586,0.027534723,0.289999992,55.43999863,55.14999864,5.150996218,7.184357709,8169.480003
44,44,13504,0.234444448,0.079999998,527.039978,526.959978,1.552350412,10.15695197,20962.93997
45,45,5985,0.103906252,0.109999999,48.97999954,48.86999954,1.165443606,2.340235522,6975.179984
46,46,5789,0.100503474,0.180000007,72.84999847,72.66999847,3.150082914,5.20549431,18235.82999
47,47,11844,0.205625003,0,7.820000172,7.820000172,0.130029551,0.212395174,1540.069999
48,48,13380,0.23229167,0,8.600000381,8.600000381,0.190449178,0.331623379,2548.209998
49,49,8519,0.147899308,0,4.130000114,4.130000114,0.155736589,0.223051845,1326.72
50,50,2900,0.050347223,0,23.25,23.25,1.054537931,2.24634103,3058.159999
51,51,11224,0.194861114,0,3.829999924,3.829999924,0.150819672,0.190048822,1692.799999
52,52,4513,0.078350696,0,1.950000048,1.950000048,0.120531797,0.097029129,543.9599994
53,53,20959,0.363871534,0,29.04999924,29.04999924,0.418862064,1.115873553,8778.930008
54,54,11123,0.193107642,0,31.51000023,31.51000023,0.341911355,1.402751096,3803.079997
55,55,21448,0.372361117,0,28.96999931,28.96999931,0.256749347,0.874429049,5506.76
56,56,19506,0.338645839,0,35.33000183,35.33000183,0.858839332,2.522352878,16752.52001
57,57,16313,0.28321181,0.050000001,18.40999985,18.35999985,0.357303991,0.837830299,5828.700005
58,58,11501,0.199670142,0,35.27999878,35.27999878,0.515525607,1.910927784,5929.060002
